imb_id,rearing_year,host_plant,collection_date,collection_stage,hatch_date,date_instar_2,date_instar_3,date_instar_4,date_instar_5,pupation_date,stage_at_death,release_year,eclosure_date,release_date,sex
20SI202,2020,SIAL,2020-07-02,third,NA,NA,NA,2020-07-04,2020-07-09,2020-07-17,NA,2021,2021-05-18,2021-05-18,F
20SI203,2020,SIAL,2020-07-02,second,NA,NA,2020-07-04,2020-07-09,2020-07-15,2020-07-24,NA,2021,NA,NA,NA
20SI204,2020,SIAL,2020-07-02,fifth,NA,NA,NA,NA,NA,2020-07-12,NA,2021,2021-05-01,2021-05-02,F
20SI205,2020,SIAL,2020-07-02,fifth,NA,NA,NA,NA,NA,2020-07-09,NA,2021,2021-05-14,2021-05-14,F
20SI206,2020,SIAL,2020-07-03,fifth,NA,NA,NA,NA,NA,2020-07-12,NA,2021,2021-04-30,2021-04-30,M
20SI207,2020,SIAL,2020-07-03,first,NA,2020-07-05,2020-07-08,2020-07-12,2020-07-17,2020-07-24,NA,2021,2021-05-18,2021-05-18,F
20SI208,2020,SIAL,2020-07-03,fourth,NA,NA,NA,NA,2020-07-05,2020-07-14,NA,2021,2021-05-27,2021-05-28,F
20SI209,2020,SIAL,2020-07-03,fourth,NA,NA,NA,NA,2020-07-07,2020-07-16,NA,2021,2021-05-01,2021-05-02,M
20SI210,2020,SIAL,2020-07-03,fifth,NA,NA,NA,NA,NA,2020-07-08,NA,2021,2021-05-08,2021-05-09,F
20SI211,2020,SIAL,2020-07-04,third,NA,NA,NA,2020-07-06,2020-07-11,2020-07-18,NA,2021,2021-05-17,2021-05-18,F
20SI212,2020,SIAL,2020-07-04,fifth,NA,NA,NA,NA,NA,2020-07-08,NA,2021,2021-05-29,2021-05-29,M
20SI213,2020,SIAL,2020-07-06,fifth,NA,NA,NA,NA,NA,2020-07-14,NA,2021,2021-05-19,2021-05-19,M
20SI214,2020,SIAL,2020-07-06,fourth,NA,NA,NA,NA,2020-07-09,2020-07-17,NA,2021,2021-05-30,2021-05-30,F
20SI215,2020,SIAL,2020-07-06,fifth,NA,NA,NA,NA,NA,2020-07-14,NA,2021,2021-05-09,2021-05-10,F
20SI216,2020,SIAL,2020-07-06,fifth,NA,NA,NA,NA,NA,2020-07-16,NA,2021,2021-05-05,2021-05-05,F
20SI217,2020,SIAL,2020-07-06,fifth,NA,NA,NA,NA,NA,2020-07-14,NA,2021,2021-05-17,2021-05-17,F
20SI218,2020,SIAL,2020-07-06,third,NA,NA,NA,2020-07-09,2020-07-13,2020-07-21,NA,2021,2021-05-20,2021-05-20,F
20SI219,2020,SIAL,2020-07-06,second,NA,NA,NA,NA,NA,NA,second,NA,NA,NA,NA
20SI220,2020,SIAL,2020-07-06,third,NA,NA,NA,2020-07-11,2020-07-17,2020-07-27,NA,2021,2021-05-07,2021-05-07,M
20SI221,2020,SIAL,2020-07-06,fourth,NA,NA,NA,NA,2020-07-08,2020-07-18,NA,2021,2021-05-15,2021-05-15,F
20SI222,2020,SIAL,2020-07-06,second,NA,NA,2020-07-09,2020-07-13,2020-07-17,2020-07-24,NA,2021,2021-05-12,2021-05-13,M
20SI223,2020,SIAL,2020-07-06,fourth,NA,NA,NA,NA,2020-07-07,2020-07-16,NA,2021,2021-05-15,2021-05-15,F
20SI224,2020,SIAL,2020-07-06,fourth,NA,NA,NA,NA,2020-07-11,2020-07-19,NA,2021,2021-05-14,2021-05-14,F
20SI225,2020,SIAL,2020-07-06,fourth,NA,NA,NA,NA,2020-07-07,2020-07-16,NA,2021,2021-05-13,2021-05-13,M
20SI226,2020,SIAL,2020-07-06,fifth,NA,NA,NA,NA,NA,2020-07-10,NA,2021,2021-04-28,2021-04-28,M
20SI227,2020,SIAL,2020-07-06,fourth,NA,NA,NA,NA,2020-07-09,2020-07-16,NA,NA,NA,NA,NA
20SI228,2020,SIAL,2020-07-06,fifth,NA,NA,NA,NA,NA,2020-07-15,NA,2021,2021-05-20,2021-05-20,M
20SI229,2020,SIAL,2020-07-10,third,NA,NA,NA,2020-07-11,2020-07-15,2020-07-22,NA,2021,2021-04-28,2021-04-28,M
20SI230,2020,SIAL,2020-07-10,fifth,NA,NA,NA,NA,NA,2020-07-16,NA,2021,2021-05-22,2021-05-22,M
20SI231,2020,SIAL,2020-07-10,third,NA,NA,NA,2020-07-13,2020-07-17,2020-07-24,NA,2021,2021-05-19,2021-05-19,F
20SI232,2020,SIAL,2020-07-10,fourth,NA,NA,NA,NA,2020-07-11,2020-07-19,NA,2021,2021-05-17,2021-05-17,F
20SI234,2020,SIAL,2020-06-22,second,NA,NA,2020-06-25,2020-06-29,2020-07-04,2020-07-12,NA,2021,2021-05-13,2021-05-13,M
21BR064,2021,BRRA,2021-06-03,first,NA,2021-06-09,2021-06-13,2021-06-17,2021-06-21,2021-06-27,NA,2022,2022-05-21,2022-05-21,M
21BR076,2021,BRRA,2021-06-12,first,NA,2021-06-15,2021-06-19,2021-06-22,2021-06-26,2021-07-02,NA,2022,2022-05-29,2022-05-29,M
21BR077,2021,BRRA,2021-06-12,second,NA,NA,2021-06-14,2021-06-17,2021-06-22,2021-06-28,NA,2022,NA,NA,NA
21BR078,2021,BRRA,2021-06-12,second,NA,NA,2021-06-14,2021-06-17,2021-06-22,2021-06-27,NA,2022,2022-05-21,2022-05-21,M
21BR080,2021,BRRA,2021-06-12,first,NA,NA,NA,NA,NA,NA,first,NA,NA,NA,NA
21BR081,2021,BRRA,2021-06-17,first,NA,2021-06-19,2021-06-22,2021-06-25,2021-06-28,2021-07-04,NA,2022,2022-05-21,2022-05-21,F
21BR084,2021,BRRA,2021-06-17,third,NA,NA,NA,2021-06-21,2021-06-24,NA,fifth,NA,NA,NA,NA
21BR085,2021,BRRA,2021-06-17,first,NA,2021-06-20,2021-06-22,2021-06-25,2021-06-28,2021-07-02,NA,2022,2022-05-29,2022-05-29,M
21BR086,2021,BRRA,2021-06-17,first,NA,2021-06-20,2021-06-24,2021-06-27,2021-06-28,2021-07-05,NA,2022,2022-05-19,2022-05-19,M
21BR094,2021,BRRA,2021-06-20,second,NA,NA,2021-06-23,2021-06-26,2021-06-28,2021-07-04,NA,2022,2022-05-12,2022-05-13,M
21BR095,2021,BRRA,2021-06-20,first,NA,2021-06-21,2021-06-25,2021-06-27,2021-06-29,2021-07-07,NA,2022,2022-05-22,2022-05-22,F
21LE023,2021,LEVI,2021-06-19,first,NA,2021-06-21,2021-06-24,2021-06-27,2021-06-29,2021-07-11,NA,2022,2022-05-22,2022-05-22,F
21SI070,2021,SIAL,2021-06-03,third,NA,NA,NA,2021-06-08,2021-06-13,2021-06-21,NA,2022,2022-05-10,2022-05-10,M
21SI071,2021,SIAL,2021-06-04,second,NA,NA,2021-06-08,2021-06-12,2021-06-17,2021-06-25,NA,2022,2022-05-22,2022-05-22,F
21SI072,2021,SIAL,2021-06-05,first,NA,2021-06-10,2021-06-14,2021-06-18,2021-06-22,2021-06-27,NA,2022,NA,NA,NA
21SI082,2021,SIAL,2021-06-11,first,NA,2021-06-13,2021-06-17,2021-06-21,2021-06-24,2021-06-29,NA,2022,2022-05-17,2022-05-17,F
21SI090,2021,SIAL,2021-06-12,fourth,NA,NA,NA,NA,NA,NA,fourth,NA,NA,NA,NA
21SI095,2021,SIAL,2021-06-15,third,NA,NA,NA,2021-06-17,2021-06-21,2021-06-27,NA,2022,2022-05-21,2022-05-21,F
21SI096,2021,SIAL,2021-06-15,fourth,NA,NA,NA,NA,2021-06-19,2021-06-27,NA,2022,2022-05-17,2022-05-17,F
21SI100,2021,SIAL,2021-06-17,third,NA,NA,NA,2021-06-20,2021-06-23,2021-06-28,NA,2022,2022-05-29,2022-05-29,F
21SI101,2021,SIAL,2021-06-17,second,NA,NA,2021-06-17,2021-06-21,2021-06-24,2021-06-28,NA,2022,2022-05-20,2022-05-20,M
21SI102,2021,SIAL,2021-06-17,second,NA,NA,2021-06-19,2021-06-22,2021-06-26,2021-07-02,NA,2022,2022-05-29,2022-05-29,F
21SI103,2021,SIAL,2021-06-19,second,NA,NA,2021-06-21,2021-06-24,2021-06-27,2021-07-04,NA,2022,2022-05-21,2022-05-21,M
21SI127,2021,SIAL,2021-06-25,first,NA,2021-06-26,2021-06-28,2021-06-30,2021-07-03,2021-07-12,NA,2022,2022-05-23,2022-05-23,M
21SI130,2021,SIAL,2021-06-25,second,NA,NA,2021-06-27,2021-06-28,2021-07-01,2021-07-11,NA,2022,2022-05-27,2022-05-27,M
21SI131,2021,SIAL,2021-06-25,first,NA,2021-06-29,2021-07-02,2021-07-07,2021-07-14,2021-07-24,pupa,NA,NA,NA,NA
21SI133,2021,SIAL,2021-06-25,first,NA,2021-06-27,2021-06-28,2021-06-30,2021-07-05,2021-07-14,NA,2022,2022-05-28,2022-05-29,F
21SI138,2021,SIAL,2021-06-25,first,NA,2021-06-26,2021-06-28,2021-06-30,2021-07-04,2021-07-13,NA,2022,2022-05-27,2022-05-27,F
21SI139,2021,SIAL,2021-07-01,second,NA,NA,2021-07-02,2021-07-06,2021-07-10,2021-07-19,NA,2022,2022-05-21,2022-05-21,M
22SI044,2022,SIAL,2022-05-27,first,NA,2022-05-30,2022-06-03,2022-06-06,2022-06-11,2022-06-20,NA,2023,2023-05-14,2023-05-14,M
23BR058,2023,BRRA,2023-06-17,third,NA,NA,NA,2023-06-19,2023-06-22,2023-07-01,NA,2024,2024-05-26,2024-05-27,F
23BR059,2023,BRRA,2023-06-17,third,NA,NA,NA,2023-06-18,2023-06-23,2023-07-01,NA,2024,2024-05-05,2024-05-06,M
23BR060,2023,BRRA,2023-06-17,third,NA,NA,NA,2023-06-18,2023-06-20,2023-06-29,NA,2024,2024-05-17,2024-05-17,F
23SI025,2023,SIAL,2023-06-02,first,NA,2023-06-08,2023-06-10,2023-06-14,2023-06-17,2023-06-24,NA,2024,2024-05-17,2024-05-17,F
23SI027,2023,SIAL,2023-06-02,first,NA,2023-06-03,2023-06-07,2023-06-10,2023-06-14,2023-06-24,NA,2024,2024-05-03,2024-05-03,M
23SI029,2023,SIAL,2023-06-02,first,NA,2023-06-04,2023-06-07,2023-06-11,2023-06-15,2023-06-24,NA,2024,2024-05-16,2024-05-17,F
23SI032,2023,SIAL,2023-06-02,second,NA,NA,2023-06-07,2023-06-10,2023-06-11,2023-06-19,NA,2024,2024-05-11,2024-05-11,M
23SI043,2023,SIAL,2023-06-12,first,NA,2023-06-22,2023-06-25,2023-06-29,2023-07-02,2023-07-10,NA,2024,2024-06-22,2024-06-23,F
